 ;FR;PA80;swo;gyeli;bekwel;bekol;konzime;makaa;mpiemo;kwasio;njem;shiwa;BC (BLR3);Reconstr. Régionales (BLR 3);Reconstr. Mougiama, Hombert;;Mots que je pourrai ajouter;;
778. ;pourri ;°bɔ̀lÌ ;ì-bwòlə̄ / bìbwòlə̄;mbɔ̀yá;bòl / ìbòl ;bùl / bə̀bùl ;bòl / bìbòl ;bwòl / ìbwòl ;ɓɔ̀lì;bɛ-bwɛl ;bòl ; ;*bòd ; ; ;;;;
779. ;pourrir ;°bɔ̀ ;bwɔ̀;bɔ̀;ɛ̀-bɔ̀ ; ;è-bò ; ; ;bwɔ ;lè-bò ;ʃá-bwɔ̀ ;*bòd ; ; ;;;;
780. ;pousser ;°tíndà ;tsə́ndə̀;tsíndɔ; ;tìndə̀lɔ̀ ;è-tínè ;cíndàl ;à-tīndɔ̀ ;tsindɛ ;lè-tíínô ; ;*tíndɩk ; ; ;gyeli : 'pousser doucement';;;
781. ;poussière ;°pùmbÍ ;;;pǐb ; ;pǐm ;fùmbjâ / mìfùmbjâ ;pùmbī ; ;pwǐm ; ; ;*pùmbú (C) ; ;;;;
782. ;prendre ;°nɔ̀ŋà ;nà;nɔ̀ɔ̀;ɛ̀-nɔ̀ɔ̀ ;ɲwàŋ ;è-nʊ̀à ; ;à-nɔ̀ŋ;nuŋ ;lè-nʊ̀ɔ̀ ;nṵ̀ŋá; ;*nònɡʊd (A); ;shiwa : voyelles nasales sous quelles conditions ? (i.e. pourquoi transcrite ici et pas systématiquement ?);;;
783. ;préparer ;°kòmV̀sà ;;kùmasa; ;kwàmə̀zà ;è-kʊ̀msà ; ; ; ;lè-kwòmsà ; ; ; ; ;;;;
784. ;près ;°kúná ;kfúnə̀;;ɛ̀-kúnâw / mɛ̀kúnâw ;kúno ;kúnókúnò ; ; ;(na) pfuna ; ;kfə̀nàkfə̀nà; ; ; ;;;;
785. ;presser ;°ɲámà ;;myámɔ;ɛ̀-ɲâm ; ; ;ɲàm ;à-ɲāmɔ̀ ; ; ; ; ; ; ;;;;
786. ;prêter ;°kòlà ;kùlè;kùlɛsɛ;kwòlá ;kwèl ;è-kʊ̀l ; ; ; ;lè-kwɩ̀l; ; ; ; ;;;;
787. ;prier ;°ɟàKàlà ;ɡìʔèlà;gyɛ̀Kɛlɛ ; ; ;è-ɟɩ̀ʔlà ;ɟàɡə̀là;à-ɟàɡàlà ;ɟaˤlɛ ;lè-ɟwɛ̀ʔlà; ; ; ; ;;;;
788. ;prison ;°bòKÌ ;m̀-bwɔ̀ʔ / mìmbwɔ̀ʔ;;m-bòk / mìmbòk ;mbùɡ / mòmbùɡ ;mbʊ̀ʔ / mìmbʊ̀ʔ ;m-bùùɡ / mìmbùùɡ ;mbòɡì ; ;mbʊ̀ʔ ; ; ; ; ;;;;
789. ;prix ;°táŋ(Ò) ;táŋ;tâ̰ / matâ̰; ;tɔ̂ŋ / mòtɔ̂ŋ ;tâŋ ; ; ;taŋ / mataŋ ;tâŋ ; ; ;*tánɡʊ (AC); ;;;;
790. ;profond ;°dímà ;;jímɔ;ɛ̀-dîm / mɛ̀dîm ; ;ò-dîm ;ɟímə̀ ;à-dīmɔ̀ ;dzima ;lè-dímô ;dzímə̀ ; ; ; ;;;;
791. ;profondeur ;°tɔ̀KÍ ;ìdwɔ́ʔə́ / bìdwɔ́ʔə́;; ; ;è-tǒʔ / mètǒʔ ; ;à-tɔ̀ɡī ; ;lè-tòʔó ; ; ; ; ;;;;
792. ;promesse ;°kàKV̀ ;ŋɡàɡè / màŋɡàɡè ~ ìkàɡē / bìkàɡē;le-kágɛ́ / makágɛ́; ;nkɛ̀ɡ ;nkɛ̌ʔ / mènkɛ̌ʔ;nkààɡə́ / mə̀nkààɡə́; ;kaɡu / makaɡu ;nkɛ̀ʔɛ́; ; ; ; ;;;;
793. ;promettre ;°kàKV ;kàɡè;kàgɔ; ;kɛ̀ɡ ;è-kɛ̀ʔ;kààɡ ; ;kaɡu ;lè-kɛ̀ʔ; ; ; ; ;;;;
794. ;propre ;°púPán ;ǹ-fə́bàn / mìnfə́bàn;pfúbánɛ́ / mipfúbánɛ́; ;fúbán ;m-fúbán / mìmfúbán ; ; ; ;m-fúbán ; ; ; ; ;;;;
795. ;propriétaire ;°kúm ;;;nǎ-kúmɛ́sà / bɛ̀nǎkúmɛ́ìsèlà ; ;kúm ; ; ; ;kúm ; ;*kúm ; ; ;;;;
796. ;proverbe, conte ;°kànà ;ŋ̀-kànə̄ / mìŋkànə̄;kàndá / bekàndá;kànà ;kààn / mèkààn ;kǎn / mìkǎn ;kàànə́ / mìkàànə́; ;nkana ; ; ;*ɡànò ; ; ;;;;
797. ;puce ;°ɲa ;;; ;ɲâ / bòɲâ ;ɲà / òɲà ; ; ;ɲa / bɔɲa ; ; ; ; ; ;;;;
798. ;puiser (de l'eau) ;°dàŋ(à) ;dàŋ;dà̰;ɛ̀-dàà (mɛ́díí); ;è-dàà ;dò  ;à-ɗàŋ ;daŋ ;lè-dàà ; ; ; ; ;;;;
799. ;puits ;°sɔ́nɡá ;;;sɔ́ɡɔ́ / ìsɔ́ɡɔ́ ; ;swáŋá / bìswáŋá ; ; ; ;sɔ́ŋá; ; ; ; ;;;;
800. ;punition ;°téKálÍ ;;; ;ntélé / bə̀ntélé ;n-déʔlé / mìndéʔlé ;ì-ntíɡə́lí; ; ;ntɩ́ɡá ; ; ; ; ;;;;
801. ;pus ;°(ɡ)wína ;;mavínó;ɛ̀-ɡɥín / mɛ̀ɡɥín;è-ɟìnɔ́ / mòɟìnɔ́ ; ; ;wīnɔ̄ ;zina / mazina ; ; ;*píná ; ; ;;;;
802. ;python ;°(N-)bɔ̀mà ;mbwámə̀ / bə̀mbwámə̀;mbwàmɔ̀ / bambwàmɔ̀;b̥ɔ̀m / ìb̥ɔ̀m ;mpwàm / bòmpwàm ;mpwàm / òmpwàm ;mpwààm / òmpwààm ;mpɔ̀mɔ̀;mbʰwama / bɔmbʰwama ;mpwɔ̂m; ;*bòmà ; ; ;;;;
803. ;quand ? ;°dénÍ ;də̀nə̀ ;;dén ; ;dɩ́n; ;ɗēnī ; ; ; ; ; ; ;;;;
804. ;quatre ;°nâ ;nóŋ;nâ̰;í-nâ ;ná ;nâ ;nô;ná ;na / bina ;nâ ;bínə̀ ;*nàì ?  ; ; ;Possible de faire un cognat avec swo et gyeli ?;;;
805. ;question ;°cíKá ;fíyà / mə̀-fíyà;tsíyà / batsíyà; ;cíɡá ;cíá / mècíá ;n-ɟìɡà / mìnɟìɡà ;n-ɟīā ; ;cíá ; ; ; ; ;;;;
806. ;queue ;°kòndÍ ;ŋ̀-kùndū / mìŋkùndū;n-kùndé / minkùndé; ;kùùnd / mèkùùnd ;kʊ̌n / mìkʊ̌n ; ;kòndī ;n-kundi / minkundi ;kʊ̌n;kùndə́ / bìkùndə́; ;*ɡʊ̀ndʊ́ (ABD); ;;;;
807. ;qui ? ;°(N-)ɟɛ́ ;zə́ / bàzə́ ;n-zá;zɛ́ / bɛ̀zɛ́ ;ncé ;nzé / ònzé ; ;nɟɛ̀ ;nzɛ ;nsé ;ǹ-ʒə̀; ; ; ;;;;
808. ;quoi ? ;°ɟè ;yɛ̀ / bìyɛ̀ ;gyí;jé ;ɟè ;jé ;ɟì ;jè ;ɡi ; ;ɟə̀ ; ; ; ;;;;
809. ;racine 1 ;°kàŋló ;ŋ̀-kàŋɡə́lə̀ / mìŋ-kàŋɡə́lə̀;;kàŋàl / mìkàŋàl ;kǎlɔ́ / mèkǎlɔ́ ;kààlé / mìkààlé ;kòòlə́ / mìkòòlə́; ; ;kààló ; ; ;*ɡànɡá (ABCN) ; ;;;;
810. ;racine 2 ;°pèndÌ ;;m-pèndɛ̀ / mimpèndɛ̀; ; ; ; ;pèndì ;m-pindi / mimpindi ; ;pìndí / mìpíndì ; ; ; ;;;;
811. ;ramasser ;°tɔ̀KÌ ;;tɔ́kɛ;ɛ̀-ték ;twîɡ ;è-tœ̂ʔ ;cwə̀ɡ ;à-tɔ̄ɡì ;tuɡ (wuɔlɛ);lè-tœ̂ʔ ; ; ; ; ;;;;
812. ;ramer ;°dúKà ;dvúɡə̀;;ɛ̀-dwâ ;dúɡɔ̀ ;è-dúʔò ; ;à-dūɡɔ̀ ; ;lè-dúɡô ; ;*dúɡ ; ; ;;;;
813. ;ramper ;°ɟàŋ ;ɟáɡè;wáwɔ;ɛ̀-ɟɛ̂k ; ;è-ɟàŋlà ; ; ; ;lè-ɟɛ̂ʔ; ; ; ; ;;;;
814. ;rassasié ;°ɟílà ;dzə́lə̀ / màdzə́lə̀;jílɔ ;ɛ̀-ɟîl ; ;è-dílè ;ɟílə̀ ;à-ɟīlɔ̀ ; ;lè-ɟílô ; ;*jíkʊt ; ; ;;;;
815. ;rassembler, unir ;°sɛ̀nɡà ;;;ɛ̀-sɛ̀ɡ ; ;è-sjɛ̀ŋà ;ʃènɡà ; ;sanɡa ;lè-sɛ̀ŋ; ; ; ; ;;;;
816. ;rat ;°(N-)dàŋ(à) ;;;d̥àà / bɛ̀d̥àà ;ntàŋ / bòntàŋ ;ntàà / òntàà ;ntò  / òntò  ;ntàŋ ; ;ntàà ; ; ; ;°-dànɡà ;Possible de faire un cognat avec swo et gyeli;;;
817. ;ratel ;°bòŋ ;;;bòŋ / ìbòŋ ; ;bʊ̀ʊ́ / bìbʊ̀ʊ́;bûŋ / ìbûŋ ; ; ;bʊ̀ʊ́; ;*bʊ̀nɡʊ́; ; ;;;;
818. ;recevoir ;°bìV̀ ;bì;; ;bìì ;è-bì ; ; ; ;lè-bwɩ̀ ; ; ; ; ;;;;
819. ;réchauffer ;°ɟónɡ(V̀) ;bvúŋɡə̀lə̀;dyúngɛlɛ;ɛ̀-ɡɥêɡ ; ;è-ɟø̂ŋ;ɡwánɡə̀lə̀;à-ɡwúnɡɔ́lɔ̀; ;lè-ɟwɩ̂ŋ; ; ; ; ;;;;
820. ;refuser 1 ;°bènà ;bə̀nə̀;bènɔ;ɛ̀-bjèn ;bə̀n ;è-bènè ;bàn ; ;bina ;lè-bjèn ;bìnə̀ ; ; ; ;;;;
821. ;refuser 2 ;°pɛ̀V̀ ;;;ɛ̀-pɛ̀ɛ̀ ; ;è-pɛ̀ɛ̀; ;à-pàɛ̀ ; ; ; ; ; ; ;;;;
822. ;refuser 3 ;°cìnà ;;; ; ;è-cì ;cìnə̀ ;à-cìnɔ̀ ; ;lè-cììnò ; ; ; ; ;;;;
823. ;régime (bananes) ;°sànɡI ;;;sɛ̀ŋ (kɔ̀d) / mìsɛ̀ŋ míkɔ̀d; ; ;sáɡə́ / mìsáɡə́;ʃààŋ ;n-saˤ (nzu) / minsaˤ minzu ; ; ; ; ; ;;;;
824. ;rein ;°píKV̀ ;;m-píì / mimpíì; ;(mbǎŋ) fîɡ ;pîʔ / òpîʔ ; ;à-pīɡì ;mpfiəˤ ; ; ;*píɡò (BCEFGJKLMNPRS) ; ; ;;;;
825. ;remplacer ;°ɟìlà ;dzə̀ɾà;; ; ;è-ɟìlà ;ɟìlà ; ; ;lè-ɟìlà ; ; ; ; ;;;;
826. ;remplir ;°lóndàlà ;lúŋɡə̀lə̀;lúndɛlɛ;ɛ̀-lódàl ;lwɔ́ndə̀lɔ̀ ; ; ;à-lóndɔ́lɔ̀;lundɛlɛ ; ;lúndə̀lə̀; ;*tónd (ABJ) ; ;gyeli : lúndala = RECIP;;;
827. ;rencontrer ;°bɔ̀mà ;bùmà;; ;bwámà ;è-bɔ̀mà ;bwàmà ; ; ;lè-bɔ̀mà; ; ; ; ;;;;
828. ;rendre ;°búlálà ;;;ɛ̀-búlàl ; ; ; ;à-búlɔ́lɔ̀; ;lè-búlâ; ; ; ; ;;;;
829. ;répondre 1 ;°bVsàlà ;;byáàdà;ɛ̀-búlàl ; ;è-bɩ̀hà ;bwɛ̀ɛ̀l; ; ;lè-bwɔ̀hlà; ; ; ; ;;;;
830. ;répondre 2 ;°ɟàlà ;yìlàn;yàlanɛ; ;jàlà ;è-jàlà ; ;à-ɟàɛ̀ ; ;lè-jàlà ; ; ; ; ;;;;
831. ;répondre 3 ;°bV̀nɟà ;;; ;bènɟɛ̀ ;è-bɔ̀sà ;bɛ̀nsà; ;biaŋsa ; ; ; ; ; ;;;;
832. ;repos ;°ɡwàlá ;wòɾá / màwòɾá;le-vɔ̀dá / mavɔ̀dá;ɛ̀-wàlá ;wàdá ;è-ɡbàlá / mèɡbàlá ; ; ; ;lè-ɡwàlá ; ; ; ; ;Possible de faire cognat avec swo et gyeli ?;;;
833. ;respirer ;°sɔ́sà ;;;ɛ̀-swôs ; ;è-sóhò ; ;à-ʃɔ̄ɔ̀; ; ; ; ; ; ;;;;
834. ;ressusciter ;°pɛ̀s ;pàʔàlə̀;; ; ;è-pɛ̀h;fèʃ ; ; ;lè-pɛ̀h; ; ; ; ;;;;
835. ;rester ;°dìÀ ;;jî;ɛ̀-dìì ;dì ;è-dì ;ɟì ;à-dìɔ̀ ;dzi ;lè-dì ; ;*jìkad ; ; ;;;;
836. ;rêve ;°límà ;;; ; ;límà / bìlímà ; ;límá ; ;límà ; ; ; ; ;Possible de faire cognat avec swo et gyeli;;;
837. ;riche ;°kúmá ;ŋ̀-kfúŋkfûŋ / mìŋkfúŋkfûŋ;kfúmá / bakfúmá;kúmá / bɛ̀kúmá ;kúkúm / mèkúkúm ;kúmá / òkúmá ; ; ;pfuma / bɔpfuma ; ; ;*kúmú ; ; ;;;;
838. ;rien, vide ;°tó_ ;tútùrúʔ;tɔ̀sâ;tótò ; ; ; ;tótō ;tɔ (sa);túʔú ; ; ; ; ;;;;
839. ;rire (N) ;°ɟò ;ì-ɡwò / bìɡwò;dyɔ̀  / bedyɔ̀;ì-ɡɔ̀ ; ;ɟò / bìɟò ; ; ; ;ɟò ; ; ;*jòdà (ACKR) ; ;;;;
840. ;rire (V) ;°ɟɔ̀À ;ɡwò;dyɔ̀ ;ɛ̀-ɡɔ̀ ;jwò ;è-jò ;ɡwò ;à-ɡwɔ̀ ; ;lè-jò ;ɡùə̀ ;*jòd ; ; ;;;;
841. ;rive ;°cíndV́ ;tsə́ndə́;tsíndí / matsíndí;cíd / mɛ̀cíd ; ; ;cíndú / mə̀cíndú;cīndī ;tsindi / matsindi ;cín ; ; ; ; ;;;;
842. ;rivière ;°díbÓ ;ì-dvúè / bìdvúè;jíwɔ́ / bejíwɔ́;díí / mɛ̀d̥íí ; ;díbé / mèntíbé ;ɟíwó / ìɟíwó ;dībɔ̄ ;dziɔ / ndziɔ ;díbó ; ; ;*díbá (ABCJ) ; ;;;;
843. ;rivière (grande) ;°ɟɔ̀ŋ(á) ;ŋ̀-ɡwâŋ / mìŋɡwâŋ;; ;nɟwǎŋ ;n-ɡwǎŋ / mìnɡwǎŋ ;n-ɡwòó / mìnɡwòó; ; ; ; ; ; ; ;;;;
844. ;riz ;°lɔ́sè ;ì-lɛ́s / bìlɛ́s;n-dísì / mindísì;ì-lɛ́s ; ;léhè ;lə́s / ìlə́s;lɔ̄zɔ̄;n-lisi / minlisi ; ; ; ; ; ;;;;
845. ;ronfler ;°kɔ̀ŋàlà ;kwàŋɡə̀lə̀;kɔ̰̂lɛ;kòŋàl ;kwàlə̀ ;è-kwààlè ; ; ;kwaŋlɛ ; ; ; ; ; ;;;;
846. ;rosée ;°lɔ̀KI ;;le-lɔ̀ɔ́ / malɔ̀ɔ́;ɛ̀-lòk / mɛ̀lòk ;mò-lùùɡ ;mè-lǒʔ ;lwìɡê / mə̀lwìɡê;mɛ̀-lɔ̀ɡī;lwəˤ / malwəˤ ; ; ; ; ; ;;;;
847. ;roter ;°bè(bà) ;mbèàʔ;;b̥èbè ;bèb ;è-bɩ̀b;bèw ; ;bia ; ; ; ;*bɩ̀ (AMS); ;;;;
848. ;rouge ;°sònɡ ;cûʔ;;ná-zòò ; ;cʊ̀ʔ ; ; ; ;n-sʊ̀ŋ; ; ; ; ;;;;
849. ;route ;°ɟɔ́ŋ;ŋ̀-ɟɔ́ŋ / mìŋɟɔ́ŋ;;n-ɟɔ̂ŋ / mìnɟɔ̂ŋ ;nɟwɔ́ŋ / mènɟwɔ́ŋ ; ;n-ɟwóŋ / mìnɟwóŋ ; ; ; ; ; ; ; ;;;;
850. ;ruisseau ;°sòmbÌ ;;; ;ʃùmb / mèʃùmb ; ; ;ʃòmbì ;sum / masum ;sʊ̀m; ; ; ; ;;;;
855. ;sable ;°sɛ̀(j)Á ;ǹ-sɛ́lɛ̀ʔ / mìnsɛ́lɛ̀ʔ;n-sɛ́ / minsɛ́;bɛ̀-ʃɛ́ ;sìɲɛ̀ ;ò-sɩ̌á;ʃɛ̀ / mə̀ʃɛ̀;bì-sɛ̄ ;n-sɛ / minsɛ ;bè-sjóò ;mì-ʃə́;*céké ; ; ;;;;
856. ;sabot ;°paTa ;;le-bɔ́ / mabɔ́;pá / ìpá ; ;è-pàrà / mèpàrà ; ; ;pa / mapa ;lè-pàràà ; ; ; ; ;;;;
857. ;sac ;°mjànɟ ;;; ;mjànɟ / mèmjànɟ ;mjàh / mìmjàh ; ; ; ;mwàh ; ; ; ; ;;;;
851. ;sadosser ;°ɟɛ́Kàbà ;;dyɛ́ɡ-ɔwɔ;ɛ̀-ɟâw ; ;è-ɟjɛ̂ʔwò ;ɟáɡə̀wò;à-ɟɛ̄ɡɔ̀ ; ; ; ; ; ; ;;;;
852. ;sagenouiller ;°kûT ;kfə́ɾə̀ (mábwɔ́ŋ sè);kfúdɔ (má-bɔ̰̂); ;kûd (mə́bwɔ́ŋ); ; ; ;pfur (mabwɔŋ);lè-kwîr ; ; ; ; ;;;;
858. ;sagesse ;°pèK(V) ;pə̀ʔ / màpə̀ʔ;pèKè / mapèKè; ;fòɡ / mòfòɡ ;pɩ̀ʔ / mèpɩ̀ʔ;fə̀ɡ / mə̀fə̀ɡ; ;piəˤ ; ; ; ; ; ;;;;
859. ;saison sèche ;°kólV́ ;;;kwól / mìkwól ; ;kóló / bìkóló ; ; ; ; ;kúlə́ / bə̀kúlə́; ; ; ;;;;
860. ;salé ;°ɟómà ;;dyùlɛ;ɛ̀-ɡwôm ; ;è-ɟómò ; ;à-ɡwōmɔ̀ ; ;lè-ɟwôm ; ; ; ; ;;;;
861. ;saleté ;°bòmV̀ ;mbvyɪ̀ndə̀ / màmbvyɪ̀ndə̀;mpìndì / mampìndì; ; ;mè-bòmò ;mə̀-bwàm; ; ;mè-bwòm ; ; ; ; ;Possible de faire un cognat avec swo et gyeli ?;;;
862. ;salive ;°tɛ́lì ;;ma-tɛ́lɛ̀;mɛ̀-têl ;tɛ́lɛ̀ / mòtɛ́lɛ̀ ;mè-cjéèlé ; ; ;ma-tɛl ;mè-tjêl ; ; ; ; ;lentɛ̀ndì / mantɛ̀ndì;;;
863. ;saluer 1 ;°sòsà ;;súmɛlɛ;ɛ̀-swòs ; ;è-sòhò ; ; ; ;lè-swòh ; ; ; ; ;;;;
864. ;saluer 2 ;°báTà ;bə́ɾà;; ;bárà ;èbáràè ;bə́dà; ; ;lè-bárâ ; ; ; ; ;;;;
865. ;samedi ;°sâdÊ ;;; ;sâdé ;sáàdéè / bìsáàdéè ;sə̀sàdɛ̂; ; ; ; ; ; ; ;;;;
866. ;sang;°cì(j)á ;mà-tsē;tsíɛ̀ / matsíɛ̀;mà-zà;cì / mòcì ;mè-cìé ;ncíjà / mə̀ncíjà;ncíá ;tsiɛ / matsiɛ ;mè-cìó ;mə̀-tʃə́;*ɡìdá ?  ; ; ;;;;
853. ;sasseoir ;°dì ;dzì;jì(yɔ) (sí) ;ɛ̀-d̥ìsí ;dìsí ; ; ; ;dzi ; ;dzɛ̂ʔsə́; ;*dìad (ABCD) ; ;;;;
867. ;sauter 1 ;°pɔma ;;; ; ;è-pɔ̀mà ;fâm ; ; ; ;fámə̀ ; ; ; ;;;;
868. ;sauter 2 ;°kébà ;kə́ndà;; ;kâb ; ;kôw ;à-kēbɔ̀ ; ; ; ; ; ; ;;;;
869. ;savoir ;°ɡÚà ;;;ɛ̀-ɡû ; ;è-ɡʊ́à ; ;à-ɡūɔ̀ ; ; ; ; ; ; ;Possible de faire un cognat avec swo et gyeli;;;
870. ;scie ;°(N-)ɟìKV̀;ì-zə̀ɡà / bìzə̀ɡà;nsíyâ; ;cìɡà ;nzìʔ / mènzìʔ ;ʒìɡà / ìʒìɡà ;ncìɡì ; ;nsìʔ ; ; ; ; ;;;;
871. ;scorpion 1 ;°kO ;ì-kwɔ́làɾì / bì-kwɔ́làɾì;;kííkwà / ìkííkwà ; ;kʊ̌lɩ̀l / bìkʊ̌lɩ̀l ; ; ; ;kʊ́kwɔ̀ʔ; ; ;*kʊ̀tʊ́ (ABCH); ;;;;
872. ;scorpion 2 ;°bámblɔ́lA ;;bámíwálɛ́ / bebámíwálɛ́; ;bə̀mblwál ;bámlwál / bìbámlwál ; ; ;bamwalɛ / bibamwalɛ ;bámlwɔ́l; ; ; ; ;;;;
873. ;se battre 1 ;°dùmà ;;;ɛ̀-dùù ;dùmɔ̀ ; ; ; ; ;lè-lúmô ; ;*tútum ; ; ;;;;
874. ;se battre 2 ;°bíà ;bvíìlà;; ; ;è-bî ; ;à-bīɔ̀ ; ;lè-bî ; ; ; ; ;;;;
875. ;se battre 3 ;°bòmàlà ;;bvúdà (nà); ; ;è-bʊ̀mlà ; ; ;vumla ; ;búmà ; ; ; ;;;;
876. ;se courber ;°kúTV̀bà ;kfə́ɾə̀ (mábwɔ́ŋ sè);; ;kúɡə̀bɔ̀ ;è-kúrwò ; ;à-kúrɔ́ɔ̀; ;lè-kúrbô ; ; ; ; ;;;;
877. ;se déplacer ;°télà ;tə́;túà / tíì; ; ;è-tɩ́là;cɛ̀là; ; ;lè-tɩ́lâ; ; ; ; ;;;;
878. ;se déshabiller ;°sɔ́(-àl) ;ʃwɔ́ɾà;sɔ́lɛ;ɛ̀-sɔ̂ (kàd);ʃwô ;è-sô ; ;à-ʃɔ̂ ;swɛl (mbʰɔr); ; ; ; ; ;;;;
879. ;se lever ;°ɡV̀lV ;wòlà (sī);;ɛ̀-wɛ̀l;wòl ; ;wòl ;à-wjélá ;walɡ ; ; ; ; ; ;;;;
880. ;se moucher ;°(ɡ-)wɛ́mbà ;yə́mbə̀;vɛ́mbɔ; ;jə̂m ;è-ɟwɛ̂m; ;à-wjɛ̀mbɔ̀; ; ; ;*pémb ; ; ;;;;
881. ;se reposer ;°ɡwà_ ;wòɾà;vòda;ɛ̀-wàlà ;wàdà ;è-ɡbàlà ;wòɡà ; ;wara ;lè-ɡwàlà ;wàɡà ; ; ; ;;;;
882. ;se réveiller 1 ;°ɟèmà ;ɟìmà;;ɛ̀-ɟèm ;ɟòm ;è-ɟɩ̀m;ɟjùm ;à-ɟèmɔ̀ ;ɡimnɡa ;lè-ɟɩ̀mà; ; ; ; ;;;;
883. ;se réveiller 2 ;°ɡwàlà ;;;ɛ̀-lóà (íɡɔ̂); ; ; ;à-wàlɔ̀ ; ; ;wálàɡà ; ; ; ;;;;
884. ;sec, fumé ;°sɔ́sa ;;n-swásâ;sésá / mìsésá  ;ʃwézá ;swɛ́há / mìswɛ́há; ;à-ʃɔ̄ɔ̀;n-swasa ; ; ; ; ; ;;;;
885. ;sécher ;°sɔ́s(Ì) ;ʃwéèy;swásɔ;ɛ̀-sês ;ʃwêz ;è-swêh ;ʃwéʃ ; ; ;lè-sœ̂h ; ; ; ; ;;;;
886. ;secouer 1 ;°(N-)dɛ̀nɡ(ìI) ;;;ɛ̀-d̥èɡ ; ;è-ntjɛ̀ŋ;ntə̀nɡ; ; ;lè-ncjèŋ ; ; ; ; ;;;;
887. ;secouer 2 ;°saKV̀ ;sə́ʔə̀sə̀;síyɛsɛ / sá̰à̰sa; ;sáɡə̀zə̀ ;è-sjɛ̀ʔrè ;sàɡə̀sə̀; ;saˤsɛ ;lè-sìʔrò ;fə́ʔɟə̀;*cènɡ (ABCJLS) ; ; ;gyeli : sá̰à̰sa = 'mix';;;
888. ;sein ;°bɛ́lV̀ ;bə́lə̀ / màbə́lə̀;le-bɛ́lɛ̀ / mabɛ́lɛ̀;ɛ̀-bêl / mɛ̀bêl ;lè-bôl / mòbôl ;è-bêl / mèbêl ;bə̂l / mə̀bə̂l;à-ɓɛ̄lì;bɛl / mabɛl ;lè-bêl ;bə́lì / mə̀bə́lì;*béèdè ; ; ;;;;
889. ;semence ;°(N-)bɛ̀Kì ;;;b̥èk / mɛ̀b̥èk ; ;mpèʔ / mèmpèʔ ;mpə̀ɡ / mə̀mpə̀ɡ;mpɛ̀ɡì ; ;mpèʔ ; ; ; ; ;;;;
890. ;sentir ;°nùmbalÀ ;nùmbə̀lə̀;nyùmbɛlɛ (TR);ɛ̀-nùb;nùmə̀lɔ̀ ;è-nùmò ; ;à-nùmbɔ̀ ;nimlɛ ; ;númbì  ; ; ; ;gyeli : ITR = nyùmbɔ;;;
891. ;séparer ;°báKV̀ ;báɡè;bága (nà);ɛ̀-bɛ́kà;bóɡà ;è-bɛ̂ʔ;bɛ́ɛ́ɡ;à-ɓāɡì ; ;lè-bɔ́ɡâ ; ; ; ; ;;;;
892. ;sept ;°tábɛ̀lÍ ;tébáàlì;; ;tábɛ̀l ;támbɛ̀l;tə́wèlí; ; ; ; ; ; ; ;;;;
893. ;serpent ;°ɲɔ́ŋ(à) ;ɲɔ̂ŋ / bə̀ɲɔ̂ŋ;nyṵ́à̰ / banyṵ́à̰;ɲɔ̂ / bɛ̀ɲɔ̂;ɲwâŋ / bòɲwâŋ ;ɲʊ́à / òɲúà ;ɲwâ / òɲwâ ;ɲɔ̂ŋ;ɲɥaŋ / bɔɲɥaŋ ;ɲʊ́ɔ̀ ;ŋwô  ;*jókà ;*nyókà  ; ;;;;
894. ;serrer 1 ;°lɔ̀Tà ;;;ɛ̀-lɔ̀tàl; ;è-lwààrè ; ; ; ;lè-lwɔ̀ɔ̀rò; ; ; ; ;;;;
895. ;serrer 2 ;°ɲém(à)là ;yímə̀;nyímɛlɛ; ; ;è-jémlè ;jîm ; ;ɲimlɛ ; ; ; ; ; ;;;;
896. ;sève ;°kɔ́ndà ;;le-kɔ́ndà / makɔ́ndà;mɛ̀-kódà;mò-kwɔ́ndà ;è-kɔ́nàá / mèkɔ́nàá ; ; ;kwanda / makwanda ; ; ; ; ; ;;;;
854. ;shabiller ;°bɔ́Tà ;bwáɾə̀;bwádɔ;ɛ̀-bɔ́t (kàd);bwâd ;è-bwâr ;bwààd ;à-ɓɔ̄rɔ̀ ;bwar (mbʰɔr);lè-bwɔ̂r;bwárə̀ ; ; ; ;;;;
897. ;siège ;°dìà ;ì-dzìyà / bìdzìyà;jìyɔ́ / bejìyɔ́; ;dìà ; ; ;dìɔ̄ ;dzi ; ; ; ; ; ;;;;
898. ;siffler ;°lóŋ(à) ;;lṵ́à̰; ;lwâŋ ;è-lʊ́ò;lwô ; ;lwaŋ ;lè-lʊ́â ; ; ; ; ;;;;
899. ;silhouette ;°sìsímbV̀ ;ì-sə́sə̂m / bìsə́sə̂m;sìsímù / besìsímù;ʃìʃím / ìʃìʃím ;sísìm / mèsísìm ;sìsîm / bìsìsîm ;ʃìʃîm / ìʃìʃîm ;sìsímbí ; ;sísìm ;sìsímì ; ; ; ;;;;
900. ;singe ;°kémà ;kə́mà / bə̀kə́mà;kímì / bakímì;cêm / bɛ̀cêm;kâm / bòkâm ;cémè / òcémè ;kâm / òkâm ;kémɔ́ ;kima / bɔkima ; ;kímə̀ / bə̀kímə̀;*kɩ́mà; ; ;;;;
